Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,abb313,1552,313,,ReadEL,0.003896,9.916932907348237,0.015560337692435026,0.52842214332511,none,3,1476,3046,0.28642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.290567
,,,,,,,none,,abtaha1,51281,14596,,ReadEL,0.101568,7.02671964921899,0.0003349793221614451,4.3790241479909,none,3,50323,101452,0.494613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.59644
,,,,,,,none,,abtaha2,137204,37932,,ReadEL,0.194888,7.23420858378157,0.00012066576243458652,5.377871447358192,none,3,135756,272701,1.213166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,1.408323
,,,,,,,none,,add20,7461,2395,,ReadEL,0.016503,6.230480167014617,0.332922073902907,2.091808248701597,none,36,2320,8477,0.121753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.138469
,,,,,,,none,,add32,9461,4960,,ReadEL,0.03556,3.814919354838714,0.2487178210426729,0.9651890118358989,none,4,4518,13367,0.183732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.219522
,,,,,,,none,,adder_dcop_01,6291,1809,,ReadEL,0.169705,6.955223880597007,0.018180792696564748,4.760075252058643,none,5,2293,8186,0.071772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.241755
,,,,,,,none,,adder_dcop_02,6381,1809,,ReadEL,0.011328,7.054726368159206,0.018679747113036275,4.780983387469437,none,5,2235,8218,0.346098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.357642
,,,,,,,none,,adder_dcop_03,6339,1809,,ReadEL,0.008939,7.0082918739635245,0.018505036935021757,4.811342158878124,none,5,2226,8170,0.086214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.095357
,,,,,,,none,,adder_dcop_04,6276,1809,,ReadEL,0.009129,6.938640132669976,0.018359477038203575,4.857595827147169,none,5,2201,8074,0.025464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.03481
,,,,,,,none,,adder_dcop_05,6284,1809,,ReadEL,0.008928,6.94748479823106,0.018321070497700365,4.854889501812676,none,5,2187,8019,0.033123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.042262
,,,,,,,none,,adder_dcop_06,6364,1809,,ReadEL,0.029765,7.035931453841906,0.018602780714976716,4.793662746560022,none,5,2233,8202,0.199701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.22968
,,,,,,,none,,adder_dcop_07,6366,1809,,ReadEL,0.008615,7.038142620232155,0.01861065563396325,4.79179521863518,none,5,2231,8195,0.187346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.196164
,,,,,,,none,,adder_dcop_08,6380,1809,,ReadEL,0.013863,7.053620784964091,0.01867433408370555,4.781735334629432,none,5,2235,8217,0.224265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.238355
,,,,,,,none,,adder_dcop_09,6375,1809,,ReadEL,0.009148,7.048092868988413,0.01865002887117457,4.785130906914352,none,5,2234,8211,0.080127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.089487
,,,,,,,none,,adder_dcop_10,6373,1809,,ReadEL,0.03093,7.045881702598124,0.018652785640110518,4.78707524886548,none,5,2234,8212,0.203903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.235042
,,,,,,,none,,adder_dcop_11,6379,1809,,ReadEL,0.010727,7.052515201768917,0.018671610024544972,4.782503788751801,none,5,2235,8217,0.18005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.190991
,,,,,,,none,,adder_dcop_13,6380,1809,,ReadEL,0.009536,7.053620784964089,0.018672065004990652,4.781663264252921,none,5,2235,8217,0.123633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.133372
,,,,,,,none,,adder_dcop_19,6380,1809,,ReadEL,0.009669,7.053620784964094,0.018680920099983973,4.781607467086351,none,5,2234,8216,0.164341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.174226
,,,,,,,none,,adder_dcop_44,6380,1809,,ReadEL,0.010041,7.053620784964076,0.0186771106287745,4.781739984293849,none,5,2234,8215,0.304189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.314444
,,,,,,,none,,adder_trans_01,6384,1810,,ReadEL,0.01034,7.054143646408841,0.018685054954941445,4.780064858679684,none,5,2237,8224,0.188049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.198599
,,,,,,,none,,adjnoun,424,112,,ReadEL,0.013975,7.571428571428571,0.15681566309567788,0.908792532735443,none,5,302,840,0.221961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.236146
,,,,,,,none,,advogato,39226,5042,,ReadEL,0.06253,15.559698532328445,0.09222088755192523,2.0746500779887445,none,19,38904,183069,0.259962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.322731
,,,,,,,none,,af23560,230967,23560,,ReadEL,0.355149,19.60670628183357,0.1267055387642139,0.06450679387749683,none,3,182303,546909,3.275223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,3.630638
,,,,,,,none,,aff-dbpedia-users2country,624400,590112,,ReadEL,0.857892,2.116208448565545,4.5294644093812906e-07,91.92679785367996,none,-1,-1,-1,15.330695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,16.188839
,,,,,,,none,,aff-github-user2project,439857,120865,,ReadEL,0.625249,7.278484259297819,0.015556305217429038,4.3196608082704,none,8,507648,1400531,7.484396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,8.109927
,,,,,,,none,,aft01,58680,8205,,ReadEL,0.413021,14.30347349177329,0.509738299152103,0.2723762990384026,none,8,2651,21206,0.332225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.745491
,,,,,,,none,,aft02,59788,8184,,ReadEL,0.086399,14.61094819159336,0.5139010405148094,0.35995892279407576,none,24,2670,22000,0.176244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.26289
,,,,,,,none,,AIDS,102,94,,ReadEL,0.00141,2.170212765957447,0.0,0.4033942341908339,none,2,102,204,0.00559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.007205
,,,,,,,none,,air02,61528,6774,,ReadEL,0.172982,18.165928550339533,0.0026699972532051807,6.833621087695956,none,5,65270,177607,0.513998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.687266
,,,,,,,none,,air03,91005,10757,,ReadEL,0.16346,16.92014502184619,0.0023433926396686272,6.787395287287713,none,6,73159,193502,0.741535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.905252
,,,,,,,none,,aircraft,20257,7517,,ReadEL,0.027651,5.389650126380205,0.005515307619841483,6.640813629792088,none,4,16501,41266,0.361386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.389267
,,,,,,,none,,airfoil1,12288,4253,,ReadEL,0.022625,5.77850928756172,0.4030876793898237,0.12263732689909365,none,3,8033,24099,0.072106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,CalcStats,0.094954
